date,sport,game_id,commence_time,home_team,away_team,bookmaker,ml_home,ml_away,spread_home,spread_home_odds,spread_away,spread_away_odds,total_line,total_over_odds,total_under_odds
2025-10-05,NHL,4460984b83997f4fd1a28d6af0675f07,2025-10-07T21:00:00Z,Florida Panthers,Chicago Blackhawks,caesars,-285,228,-1.5,-110,1.5,-110,5.5,-120,100
2025-10-05,NHL,4460984b83997f4fd1a28d6af0675f07,2025-10-07T21:00:00Z,Florida Panthers,Chicago Blackhawks,betmgm,-285,225,-1.5,-110,1.5,-110,,,
2025-10-05,NHL,c308a7984199143ce62bfea7dc4fdcec,2025-10-08T00:10:00Z,New York Rangers,Pittsburgh Penguins,caesars,-205,170,-1.5,130,1.5,-155,5.5,-130,110
2025-10-05,NHL,c308a7984199143ce62bfea7dc4fdcec,2025-10-08T00:10:00Z,New York Rangers,Pittsburgh Penguins,betmgm,-210,170,-1.5,120,1.5,-145,,,
2025-10-05,NHL,e145c1e566ef8cc065863832e7e598ae,2025-10-08T02:40:00Z,Los Angeles Kings,Colorado Avalanche,caesars,-105,-115,1.5,-278,-1.5,222,5.5,-120,100
2025-10-05,NHL,e145c1e566ef8cc065863832e7e598ae,2025-10-08T02:40:00Z,Los Angeles Kings,Colorado Avalanche,betmgm,-105,-115,1.5,-275,-1.5,220,,,
2025-10-05,NHL,b2af0a6a7130800ba6a208d5ba0fbd91,2025-10-08T23:10:00Z,Toronto Maple Leafs,Montréal Canadiens,caesars,-155,130,-1.5,170,1.5,-205,5.5,-125,105
2025-10-05,NHL,b2af0a6a7130800ba6a208d5ba0fbd91,2025-10-08T23:10:00Z,Toronto Maple Leafs,Montréal Canadiens,betmgm,-160,135,-1.5,150,1.5,-185,,,
2025-10-05,NHL,056e75fd47aeb5419ee5bd1a72e08bcd,2025-10-08T23:40:00Z,Washington Capitals,Boston Bruins,caesars,-195,162,-1.5,135,1.5,-160,5.5,-110,-110
2025-10-05,NHL,056e75fd47aeb5419ee5bd1a72e08bcd,2025-10-08T23:40:00Z,Washington Capitals,Boston Bruins,betmgm,-200,165,-1.5,130,1.5,-155,,,
2025-10-05,NHL,d4139f5d4bdbf4ac808ddb8c25293eee,2025-10-09T02:10:00Z,Edmonton Oilers,Calgary Flames,caesars,-225,185,-1.5,105,1.5,-125,6.0,-115,-105
2025-10-05,NHL,d4139f5d4bdbf4ac808ddb8c25293eee,2025-10-09T02:10:00Z,Edmonton Oilers,Calgary Flames,betmgm,-220,180,-1.5,115,1.5,-135,,,
2025-10-05,NHL,d41c1327e68649815397cc566432adaf,2025-10-09T02:10:00Z,Vegas Golden Knights,Los Angeles Kings,caesars,-190,158,-1.5,135,1.5,-160,5.5,-120,100
