date,sport,game_id,commence_time,snapshot_taken_at_utc,api_snapshot_timestamp_utc,response_received_at_utc,bookmaker_last_update_utc,home_team,away_team,bookmaker,ml_home,ml_away,spread_home,spread_home_odds,spread_away,spread_away_odds,total_line,total_over_odds,total_under_odds
2026-07-05,WNBA,54f91bf5767bbff2f9bb1f444a6fc510,2026-07-05T19:00:00Z,2026-07-05T05:07:33Z,,"Sun, 05 Jul 2026 05:07:33 GMT",2026-07-05T05:07:12Z,Toronto Tempo,Dallas Wings,fanduel,160,-200,4.5,-102,-4.5,-118,182.5,-114,-106
2026-07-05,WNBA,54f91bf5767bbff2f9bb1f444a6fc510,2026-07-05T19:00:00Z,2026-07-05T05:07:33Z,,"Sun, 05 Jul 2026 05:07:33 GMT",2026-07-05T05:06:28Z,Toronto Tempo,Dallas Wings,betrivers,185,-235,5.5,-113,-5.5,-110,182.5,-112,-110
2026-07-05,WNBA,54f91bf5767bbff2f9bb1f444a6fc510,2026-07-05T19:00:00Z,2026-07-05T05:07:33Z,,"Sun, 05 Jul 2026 05:07:33 GMT",2026-07-05T05:05:51Z,Toronto Tempo,Dallas Wings,draftkings,170,-205,5.5,-115,-5.5,-105,182.5,-115,-105
2026-07-05,WNBA,54f91bf5767bbff2f9bb1f444a6fc510,2026-07-05T19:00:00Z,2026-07-05T05:07:33Z,,"Sun, 05 Jul 2026 05:07:33 GMT",2026-07-05T05:07:02Z,Toronto Tempo,Dallas Wings,betmgm,170,-210,5.5,-118,-5.5,-102,182.5,-115,-105
2026-07-05,WNBA,f784500c59f1f83757bec7c0ef787879,2026-07-05T23:00:00Z,2026-07-05T05:07:33Z,,"Sun, 05 Jul 2026 05:07:33 GMT",2026-07-05T05:05:51Z,Las Vegas Aces,Indiana Fever,draftkings,-175,145,-3.5,-115,3.5,-105,181.5,-115,-105
2026-07-05,WNBA,f784500c59f1f83757bec7c0ef787879,2026-07-05T23:00:00Z,2026-07-05T05:07:33Z,,"Sun, 05 Jul 2026 05:07:33 GMT",2026-07-05T05:06:28Z,Las Vegas Aces,Indiana Fever,betrivers,-155,125,-2.5,-115,2.5,-108,182.5,-110,-113
2026-07-05,WNBA,f784500c59f1f83757bec7c0ef787879,2026-07-05T23:00:00Z,2026-07-05T05:07:33Z,,"Sun, 05 Jul 2026 05:07:33 GMT",2026-07-05T05:07:12Z,Las Vegas Aces,Indiana Fever,fanduel,-162,132,-3.5,-108,3.5,-112,181.5,-114,-106
2026-07-05,WNBA,f784500c59f1f83757bec7c0ef787879,2026-07-05T23:00:00Z,2026-07-05T05:07:33Z,,"Sun, 05 Jul 2026 05:07:33 GMT",2026-07-05T05:07:02Z,Las Vegas Aces,Indiana Fever,betmgm,-160,135,-3.5,-105,3.5,-115,182.5,-105,-115
2026-07-05,WNBA,1fbe348b23c9f547e63ce18ccf0888db,2026-07-06T23:40:00Z,2026-07-05T05:07:33Z,,"Sun, 05 Jul 2026 05:07:33 GMT",2026-07-05T05:05:51Z,Washington Mystics,Golden State Valkyries,draftkings,140,-166,3.5,-110,-3.5,-110,158.5,-110,-110
2026-07-05,WNBA,1fbe348b23c9f547e63ce18ccf0888db,2026-07-06T23:40:00Z,2026-07-05T05:07:33Z,,"Sun, 05 Jul 2026 05:07:33 GMT",2026-07-05T05:07:12Z,Washington Mystics,Golden State Valkyries,fanduel,134,-164,3.5,-108,-3.5,-112,157.5,-110,-110
2026-07-05,WNBA,9c39120f2059c1fee0df606e5979d967,2026-07-07T00:00:00Z,2026-07-05T05:07:33Z,,"Sun, 05 Jul 2026 05:07:33 GMT",2026-07-05T05:07:12Z,Minnesota Lynx,Connecticut Sun,fanduel,-1800,880,-16.5,-106,16.5,-114,167.5,-110,-110
2026-07-05,WNBA,9c39120f2059c1fee0df606e5979d967,2026-07-07T00:00:00Z,2026-07-05T05:07:33Z,,"Sun, 05 Jul 2026 05:07:33 GMT",2026-07-05T05:05:51Z,Minnesota Lynx,Connecticut Sun,draftkings,-1450,850,-15.5,-110,15.5,-110,167.5,-110,-110
2026-07-05,WNBA,4db4df7b4890e0ebc6a85982f4a85115,2026-07-07T02:10:00Z,2026-07-05T05:07:33Z,,"Sun, 05 Jul 2026 05:07:33 GMT",2026-07-05T05:05:51Z,Los Angeles Sparks,Seattle Storm,draftkings,-166,140,-3.5,-110,3.5,-110,173.5,-110,-110
2026-07-05,WNBA,4db4df7b4890e0ebc6a85982f4a85115,2026-07-07T02:10:00Z,2026-07-05T05:07:33Z,,"Sun, 05 Jul 2026 05:07:33 GMT",2026-07-05T05:07:12Z,Los Angeles Sparks,Seattle Storm,fanduel,-172,138,-4.5,-108,4.5,-112,172.5,-114,-106
