date,sport,game_id,commence_time,snapshot_taken_at_utc,api_snapshot_timestamp_utc,response_received_at_utc,bookmaker_last_update_utc,home_team,away_team,bookmaker,ml_home,ml_away,spread_home,spread_home_odds,spread_away,spread_away_odds,total_line,total_over_odds,total_under_odds
2026-08-16,NHL,9de33ce1013f2a3375dbded2c9fbc7d6,2026-09-29T21:10:00Z,2026-08-16T03:13:36Z,,"Sun, 16 Aug 2026 03:13:36 GMT",2026-08-16T03:13:29Z,Carolina Hurricanes,Florida Panthers,draftkings,-130,110,-1.5,190,1.5,-230,6.5,100,-120
2026-08-16,NHL,9de33ce1013f2a3375dbded2c9fbc7d6,2026-09-29T21:10:00Z,2026-08-16T03:13:36Z,,"Sun, 16 Aug 2026 03:13:36 GMT",2026-08-16T03:13:09Z,Carolina Hurricanes,Florida Panthers,fanduel,-125,104,-1.5,186,1.5,-235,6.5,106,-130
2026-08-16,NHL,9de33ce1013f2a3375dbded2c9fbc7d6,2026-09-29T21:10:00Z,2026-08-16T03:13:36Z,,"Sun, 16 Aug 2026 03:13:36 GMT",2026-08-16T03:13:30Z,Carolina Hurricanes,Florida Panthers,betmgm,-130,110,-1.5,195,1.5,-235,6.5,100,-120
2026-08-16,NHL,9de33ce1013f2a3375dbded2c9fbc7d6,2026-09-29T21:10:00Z,2026-08-16T03:13:36Z,,"Sun, 16 Aug 2026 03:13:36 GMT",2026-08-16T03:12:48Z,Carolina Hurricanes,Florida Panthers,betrivers,-124,102,-1.5,200,1.5,-265,6.5,100,-127
2026-08-16,NHL,485b295347cb22f002e014cb87813ed7,2026-09-29T23:10:00Z,2026-08-16T03:13:36Z,,"Sun, 16 Aug 2026 03:13:36 GMT",2026-08-16T03:13:29Z,Toronto Maple Leafs,Montréal Canadiens,draftkings,-115,-105,-1.5,205,1.5,-250,6.5,105,-125
2026-08-16,NHL,485b295347cb22f002e014cb87813ed7,2026-09-29T23:10:00Z,2026-08-16T03:13:36Z,,"Sun, 16 Aug 2026 03:13:36 GMT",2026-08-16T03:13:09Z,Toronto Maple Leafs,Montréal Canadiens,fanduel,-114,-105,-1.5,205,1.5,-260,6.5,106,-130
2026-08-16,NHL,485b295347cb22f002e014cb87813ed7,2026-09-29T23:10:00Z,2026-08-16T03:13:36Z,,"Sun, 16 Aug 2026 03:13:36 GMT",2026-08-16T03:13:30Z,Toronto Maple Leafs,Montréal Canadiens,betmgm,-110,-110,-1.5,200,1.5,-250,6.0,-120,100
2026-08-16,NHL,485b295347cb22f002e014cb87813ed7,2026-09-29T23:10:00Z,2026-08-16T03:13:36Z,,"Sun, 16 Aug 2026 03:13:36 GMT",2026-08-16T03:12:48Z,Toronto Maple Leafs,Montréal Canadiens,betrivers,-115,-105,-1.5,200,1.5,-265,6.5,107,-136
2026-08-16,NHL,ac3cb11040dbdb0d2ccfa53e7d6b6cda,2026-09-30T00:10:00Z,2026-08-16T03:13:36Z,,"Sun, 16 Aug 2026 03:13:36 GMT",2026-08-16T03:13:29Z,Boston Bruins,New York Rangers,draftkings,-135,114,-1.5,180,1.5,-218,5.5,-120,100
2026-08-16,NHL,ac3cb11040dbdb0d2ccfa53e7d6b6cda,2026-09-30T00:10:00Z,2026-08-16T03:13:36Z,,"Sun, 16 Aug 2026 03:13:36 GMT",2026-08-16T03:13:09Z,Boston Bruins,New York Rangers,fanduel,-118,-102,-1.5,194,1.5,-245,5.5,-128,104
2026-08-16,NHL,ac3cb11040dbdb0d2ccfa53e7d6b6cda,2026-09-30T00:10:00Z,2026-08-16T03:13:36Z,,"Sun, 16 Aug 2026 03:13:36 GMT",2026-08-16T03:13:30Z,Boston Bruins,New York Rangers,betmgm,-135,115,-1.5,180,1.5,-220,5.5,-120,100
2026-08-16,NHL,ac3cb11040dbdb0d2ccfa53e7d6b6cda,2026-09-30T00:10:00Z,2026-08-16T03:13:36Z,,"Sun, 16 Aug 2026 03:13:36 GMT",2026-08-16T03:12:48Z,Boston Bruins,New York Rangers,betrivers,-118,-103,-1.5,205,1.5,-275,5.5,-130,102
2026-08-16,NHL,82c96670ad269b3647066b5e5032e0fd,2026-09-30T02:10:00Z,2026-08-16T03:13:36Z,,"Sun, 16 Aug 2026 03:13:36 GMT",2026-08-16T03:13:29Z,Edmonton Oilers,Vancouver Canucks,draftkings,-265,215,-1.5,-115,1.5,-105,6.5,-110,-110
2026-08-16,NHL,82c96670ad269b3647066b5e5032e0fd,2026-09-30T02:10:00Z,2026-08-16T03:13:36Z,,"Sun, 16 Aug 2026 03:13:36 GMT",2026-08-16T03:13:09Z,Edmonton Oilers,Vancouver Canucks,fanduel,-280,225,-1.5,-112,1.5,-108,6.5,-108,-112
2026-08-16,NHL,82c96670ad269b3647066b5e5032e0fd,2026-09-30T02:10:00Z,2026-08-16T03:13:36Z,,"Sun, 16 Aug 2026 03:13:36 GMT",2026-08-16T03:13:30Z,Edmonton Oilers,Vancouver Canucks,betmgm,-285,230,-1.5,-115,1.5,-105,6.5,-110,-110
2026-08-16,NHL,82c96670ad269b3647066b5e5032e0fd,2026-09-30T02:10:00Z,2026-08-16T03:13:36Z,,"Sun, 16 Aug 2026 03:13:36 GMT",2026-08-16T03:12:48Z,Edmonton Oilers,Vancouver Canucks,betrivers,-315,245,-1.5,-113,1.5,-112,6.5,-114,-112
2026-08-16,NHL,deceabd9bfa9fdbfb352546844ecee9b,2026-09-30T02:40:00Z,2026-08-16T03:13:36Z,,"Sun, 16 Aug 2026 03:13:36 GMT",2026-08-16T03:13:29Z,Vegas Golden Knights,Chicago Blackhawks,draftkings,-250,205,-1.5,105,1.5,-125,5.5,-125,105
2026-08-16,NHL,deceabd9bfa9fdbfb352546844ecee9b,2026-09-30T02:40:00Z,2026-08-16T03:13:36Z,,"Sun, 16 Aug 2026 03:13:36 GMT",2026-08-16T03:13:09Z,Vegas Golden Knights,Chicago Blackhawks,fanduel,-275,220,-1.5,-108,1.5,-112,5.5,-128,104
2026-08-16,NHL,deceabd9bfa9fdbfb352546844ecee9b,2026-09-30T02:40:00Z,2026-08-16T03:13:36Z,,"Sun, 16 Aug 2026 03:13:36 GMT",2026-08-16T03:13:30Z,Vegas Golden Knights,Chicago Blackhawks,betmgm,-275,220,-1.5,-105,1.5,-115,6.0,100,-120
2026-08-16,NHL,deceabd9bfa9fdbfb352546844ecee9b,2026-09-30T02:40:00Z,2026-08-16T03:13:36Z,,"Sun, 16 Aug 2026 03:13:36 GMT",2026-08-16T03:12:48Z,Vegas Golden Knights,Chicago Blackhawks,betrivers,-265,210,-1.5,102,1.5,-129,5.5,-136,107
2026-08-16,NHL,255dd8cc841121349fe98f49791da840,2026-09-30T23:40:00Z,2026-08-16T03:13:36Z,,"Sun, 16 Aug 2026 03:13:36 GMT",2026-08-16T03:13:29Z,Philadelphia Flyers,Pittsburgh Penguins,draftkings,-135,114,-1.5,180,1.5,-218,5.5,-125,105
2026-08-16,NHL,255dd8cc841121349fe98f49791da840,2026-09-30T23:40:00Z,2026-08-16T03:13:36Z,,"Sun, 16 Aug 2026 03:13:36 GMT",2026-08-16T03:12:48Z,Philadelphia Flyers,Pittsburgh Penguins,betrivers,-137,114,-1.5,175,1.5,-230,5.5,-130,102
2026-08-16,NHL,13520f2d7e050ef0f37b2c8ba7ff4a53,2026-10-01T02:10:00Z,2026-08-16T03:13:36Z,,"Sun, 16 Aug 2026 03:13:36 GMT",2026-08-16T03:13:29Z,Colorado Avalanche,Los Angeles Kings,draftkings,-170,142,-1.5,140,1.5,-166,5.5,-120,100
2026-08-16,NHL,13520f2d7e050ef0f37b2c8ba7ff4a53,2026-10-01T02:10:00Z,2026-08-16T03:13:36Z,,"Sun, 16 Aug 2026 03:13:36 GMT",2026-08-16T03:12:48Z,Colorado Avalanche,Los Angeles Kings,betrivers,-167,140,-1.5,143,1.5,-182,5.5,-122,-105
2026-08-16,NHL,4cfafb524b2107d73365ce0709b59dd8,2026-10-01T23:10:00Z,2026-08-16T03:13:36Z,,"Sun, 16 Aug 2026 03:13:36 GMT",2026-08-16T03:13:29Z,Columbus Blue Jackets,Buffalo Sabres,draftkings,-110,-110,-1.5,205,1.5,-250,5.5,-135,114
2026-08-16,NHL,adafb8ad64a5e4413184d98e9c06820d,2026-10-01T23:10:00Z,2026-08-16T03:13:36Z,,"Sun, 16 Aug 2026 03:13:36 GMT",2026-08-16T03:13:29Z,New Jersey Devils,Philadelphia Flyers,draftkings,-142,120,-1.5,170,1.5,-205,5.5,-120,100
